Cluster_ID,Keywords,Examples,Stage1_FewShot,Stage2_Critic,Fixed_Label,Label_Source,Root,Parent,Leaf,Coherence_Score,Total_Attempts,Quality
63,"black, cable, pin, power, sub",ACT D-sub Null Modem Adapter 9 pole Female to 9 pole Male || Lenovo 10m Mellanox Active IB FDR InfiniBand cable Orange || Lenovo 5m Mellanox Active IB FDR InfiniBand cable Orange,Electronics > Cables & Connectors > Power Cables,Electronics > Cables & Connectors > Power Cables,Electronics > Cables & Connectors > Power Cables,Stage2,Electronics,Cables & Connectors,Power Cables,0.3641,2,Acceptable (0.30-0.45)
64,"ansi, data, epson, lumens, projector",Epson Interactive Pen - ELPPN05B - Blue - EB-6xxWi/Ui / 14xxUi || Epson ELPSP02 loudspeaker 30 W Grey Wired || Epson 1491605 remote control IR Wireless Projector Press buttons,Electronics > Projectors & Displays > Projectors,Electronics > Projectors & Displays > Projectors,Electronics > Projectors & Displays > Projectors,Stage2,Electronics,Projectors & Displays,Projectors,0.4744,2,Good (0.45-0.60)
65,"atx, black, power, supply, unit","Toshiba Fatal1ty power supply unit 1000 W ATX Black || Fractal Design Integra M power supply unit 750 W ATX Black || Aerocool Strike-X 500M power supply unit 500 W ATX Black,Red",Electronics > Computer Components > Power Supplies,Electronics > Power Supplies > Power Supply Units,Electronics > Power Supplies > Power Supply Units,Stage2,Electronics,Power Supplies,Power Supply Units,0.4565,2,Good (0.45-0.60)
66,"canon, gloss, paper, photo, white","3M LS8535G lamination film 5 pc(s) || Canon Glossy 200gsm 24"" x 100 ft. photo paper White Gloss || Canon 0587B005AA photo paper",Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Stage2,Office Supplies,Printing Materials,Photo Paper,0.4496,2,Acceptable (0.30-0.45)
67,"black, hub, mbit, port, usb","Tripp Lite USB 3.0 SuperSpeed to Gigabit Ethernet NIC Network Adapter, 10/100/1000, Plug and Play, Aluminum || C2G 2m USB 2.0 Transfer Adapter Cable White || Targus ACA37EU USB Serial Port Black",Electronics > Networking & Connectivity > USB Adapters,Electronics > Connectors & Adapters > USB Adapters,Electronics > Networking & Connectivity > USB Adapters,Stage1_kept,Electronics,Networking & Connectivity,USB Adapters,0.5225,2,Good (0.45-0.60)
68,"hp, hw, nbd, support, year",HP C7978-60010 cleaning media || HP Fashion Brands Charger smartwatch || HP Flash Redirection (WES) TC E-LTU and E-Media,Electronics > Mobile Phones & Accessories > Charging Adapters,Electronics > Charging Adapters > HP Charging Adapter,Electronics > Charging Adapters > Charging Adapter,Stage2,Electronics,Charging Adapters,Charging Adapter,0.5252,2,Good (0.45-0.60)
69,"asus, atx, intel, motherboard, socket",ARCTIC Turbo Module - Powerful Fan Add-On for Accelero S1/S2/S3 || ASUS I/O A55M-A || ARCTIC Accelero Hybrid III-120 (Generic) - NVIDIA/AMD All-in-One Graphics Card Cooler,Electronics > Computer Components > Motherboards,Electronics > Computer Components > Motherboard,Electronics > Computer Components > Motherboard,Stage2,Electronics,Computer Components,Motherboard,0.3166,2,Acceptable (0.30-0.45)
70,"blank, dvd, gb, pc, sony",Sony SNT-RS1U network equipment chassis 1U || Sony DVP-SR150 DVD player Silver || Sony RDR-HX680 DVD recorder Silver,Electronics > Storage Devices > DVD Players,Electronics > Storage Devices > DVD Players,Electronics > Storage Devices > DVD Players,Stage2,Electronics,Storage Devices,DVD Players,0.5263,2,Good (0.45-0.60)
71,"kaspersky, lab, license, security, year","Kaspersky Lab Internet Security 2015 3 license(s) 1 year(s) German || Kaspersky Lab KL1939B5CFS-9DISPL antivirus security software Base license 16 license(s) 1 year(s) || Kaspersky Lab Internet Security 2017 Full license 3 license(s) 1 year(s) Danish, Finnish, Norwegian, Swedish",Software > Security Software > Antivirus Licenses,Software > Security Software > Kaspersky Lab Antivirus Licenses,Software > Security Software > Lab Antivirus Licenses,Stage2,Software,Security Software,Lab Antivirus Licenses,0.7661,2,Excellent (≥0.60)
72,"black, channels, logitech, set, speaker","Sandberg Sound Boost 5.1 || Sony XM-D500X || Sony XM-GTR3301D 2.0 channels Black,Silver",Electronics > Audio Equipment > Speakers,Electronics > Speakers > Logitech Black 2.0 Channels Speaker,Electronics > Speakers > Black 2.0 Channels Speaker,Stage2,Electronics,Speakers,Black 2.0 Channels Speaker,0.5333,2,Good (0.45-0.60)
73,"68, cable, fujitsu, scsi, sff","Fujitsu FC cable MMF 5m, connector LC-LC fiber optic cable 196.9"" (5 m) || Fujitsu CX4, 3m InfiniBand cable 118.1"" (3 m) || Fujitsu 2xUSB, VGA Y-shape KVM cable",Electronics > Networking & Storage > Cables & Connectivity,Electronics > Cables & Networking > SCSI Cables,Electronics > Cables & Networking > SCSI Cables,Stage2,Electronics,Cables & Networking,SCSI Cables,0.4231,2,Acceptable (0.30-0.45)
74,"16, da, lite, projection, screen","Projecta Tensioned Elpro Electrol, Pearlescent projection screen 188 cm (74"") 4:3 || Da-Lite Tensioned Cosmopolitan Electrol 87"" x 116"", Video, Da-Mat projection screen 3.81 m (150"") || Da-Lite Cosmopolitan Electrol projection screen 2.77 m (109"") 16:10",Electronics > Displays & Monitors > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Stage2,Electronics,Projectors & Displays,Projection Screens,0.6043,2,Excellent (≥0.60)
75,"acer, lamp, projector, sharp, uhp",Sharp AN-C3DV DVI cable 3 m DVI-I Black || Sharp SF-235LT1 toner cartridge Original Black 1 pc(s) || Sharp Wide zoom lens projection lens,Electronics > Projectors & Displays > Projection Lenses,Electronics > Projectors & Displays > Projection Lenses,Electronics > Projectors & Displays > Projection Lenses,Stage2,Electronics,Projectors & Displays,Projection Lenses,0.4064,2,Acceptable (0.30-0.45)
76,"cm, dvd, philips, player, portable",Sony DVP-NS708HB || Sony dvp-ns52 || Philips PET721S Portable DVD Player,Electronics > Audio/Video Players > Portable DVD Players,Electronics > Portable DVD Players > Products,Electronics > Portable DVD Players > Portable DVD Players Products,Stage2,Electronics,Portable DVD Players,Portable DVD Players Products,0.6379,2,Excellent (≥0.60)
77,"25, bd, gb, pc, verbatim",LG BE06LU10 One Drive - really ALL Formats optical disc drive || LG GP40NR10 optical disc drive Red DVD-RW || LG BP50NB40 optical disc drive Black Blu-Ray DVD Combo,Electronics > Computer Accessories > Optical Disc Drives,Electronics > Storage Devices > Optical Disc Drives,Electronics > Storage Devices > Optical Disc Drives,Stage2,Electronics,Storage Devices,Optical Disc Drives,0.5455,2,Good (0.45-0.60)
78,"black, drive, external, gb, hard","Seagate GoFlex Thunderbolt cable Black 10 Gbit/s || UNYKAch Lok 0.3 3.5"" HDD enclosure Black || Macally PHR-S250CC storage drive enclosure 2.5""",Electronics > Storage Devices > External Hard Drives,Electronics > Storage Devices > External Hard Drives,Electronics > Storage Devices > External Hard Drives,Stage2,Electronics,Storage Devices,External Hard Drives,0.4358,2,Acceptable (0.30-0.45)
79,"cm, digital, frame, philips, photo",Sony WG-C10N interface hub White || Philips SPV3000 PhotoViewer || Conceptronic Photbox with LCD,Electronics > Cameras & Photography > Digital Photo Frames,"Electronics > Digital Photo Frames > cm, digital, frame, philips, photo","Electronics > Digital Photo Frames > cm, digital, frame, , photo",Stage2,Electronics,Digital Photo Frames,"cm, digital, frame, , photo",0.5061,2,Good (0.45-0.60)
80,"black, canon, ef, lens, usm",Salicru 698OP-04 || Canon EF 100-300mm f/4.5-5.6 USM SLR Telephoto lens Black || Canon EF 200-400mm f/4L IS USM Extender 1.4X SLR Telephoto lens White,Office Supplies > Photography Equipment > Lenses,"Office Supplies > Photography Equipment > Lenses Black, Canon, EF, USM","Office Supplies > Photography Equipment > Lenses Black, , EF",Stage2,Office Supplies,Photography Equipment,"Lenses Black, , EF",0.4908,2,Good (0.45-0.60)
81,"600, dpi, epson, flatbed, scanner",Epson B12B808441 printer/scanner spare part LAN interface || Epson Auto-Document-Feeder || Epson Spectrophotometer ILS30EP,Electronics > Scanners & Printers > All-in-One Scanners,Office Supplies > Scanners > Epson Scanner,Office Supplies > Scanners > Scanner,Stage2,Office Supplies,Scanners,Scanner,0.6733,2,Excellent (≥0.60)
82,"black, holder, mobile, passive, smartphone",Odyssey ST001SR-W handheld device accessory Silver || Cellularline ORGANIZERSMALLD handheld device accessory Case Grey || Cellularline STYLERING handheld device accessory Stand & Grip Silver,Electronics > Mobile Accessories > Phone Holders,Electronics > Phone Holders > Holder,Electronics > Mobile Accessories > Phone Holders,Stage1_kept,Electronics,Mobile Accessories,Phone Holders,0.5309,2,Good (0.45-0.60)
83,"black, cable, lightning, usb, white",StarTech.com 1m White Slim 3.5mm Stereo Audio Cable - Male to Male || StarTech.com 10 ft Slim 3.5mm Stereo Audio Cable - M/M || Cellularline MUSICENABLERMFID cable interface/gender adapter Lightning 3.5mm Silver,Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Stage2,Electronics,Cables & Connectors,Audio Cables,0.5594,2,Good (0.45-0.60)
84,"black, chief, flat, mount, panel",Chief FSP4212B mounting kit || Samsung Gravity Stand || Chief KSA1004B mounting kit,Office Supplies > Desks & Accessories > Monitor Mounts,Office Supplies > Desks & Accessories > Monitor Mounts,Office Supplies > Desks & Accessories > Monitor Mounts,Stage2,Office Supplies,Desks & Accessories,Monitor Mounts,0.3814,2,Acceptable (0.30-0.45)
85,"extension, fujitsu, lenovo, support, warranty",APC WADVPRIME-NX-85 maintenance/support fee || APC WADVPRIME-NX-87 maintenance/support fee || APC WADVPRIME-NX-81 maintenance/support fee,Electronics > Computer Accessories > Support and Warranty Services,Electronics > Computer Accessories > Support and Warranty Services,Electronics > Computer Accessories > Support and Warranty Services,Stage2,Electronics,Computer Accessories,Support and Warranty Services,0.3929,2,Acceptable (0.30-0.45)
86,"9x5, hp, software, support, year",HP 22-in-1 (with 1394) Media card reader || HP Scitex Onyx Thrive 211 RIP Software || HP Scitex Onyx RIP Software,Software > Support & Maintenance > Software Support,Software > Software Support > 9x5 Support,Software > Support & Maintenance > Software Support,Stage1_kept,Software,Support & Maintenance,Software Support,0.3798,2,Acceptable (0.30-0.45)
87,"black, cm, gb, intel, sdram","ASUS 90-XB3WOKEX00010 interface hub Black || Acer Aspire Z1-612-CR61 49.5 cm (19.5"") 1600 x 900 pixels Intel® Pentium® N3700 4 GB DDR3L-SDRAM 1000 GB HDD White All-in-One PC || DELL Inspiron 3477 60.5 cm (23.8"") 1920 x 1080 pixels 7th gen Intel® Core™ i5 i5-7200U 8 GB DDR4-SDRAM 1128 GB HDD+SSD White All-in-One PC",Electronics > Computers & Accessories > Memory & Storage,Electronics > Computers & Accessories > Memory Modules,Electronics > Computers & Accessories > Memory Modules,Stage2,Electronics,Computers & Accessories,Memory Modules,0.391,2,Acceptable (0.30-0.45)
88,"apc, black, distribution, pdu, power","APC PRM24 power distribution unit (PDU) Black || APC PDM3563IEC-200 power distribution unit (PDU) Black 1 AC outlet(s) || APC Rack PDU, Switched, Zero U, 11kW, 230V, (21) C13, (3) C19 power distribution unit (PDU) Black",Electronics > Power Management > Power Distribution Units,Electronics > Power Supplies > Power Distribution Units,Electronics > Power Supplies > Power Distribution Units,Stage2,Electronics,Power Supplies,Power Distribution Units,0.4835,2,Good (0.45-0.60)
89,"1200, a4, dpi, hp, printer",HP Printhead Large format printer || HP 128MB DDR2 || HP 36-inch Roll Feed Spindle media spindle,Office Supplies > Printing Equipment > Printers,Office Supplies > Printers > HP Printer,Office Supplies > Printers > Printer,Stage2,Office Supplies,Printers,Printer,0.6203,2,Excellent (≥0.60)
90,"black, cable, infiniband, qsfp, sfp",C2G 0.5m IB-4X Infiniband™ Cable Black || DELL 3M SFP+ Direct Attach Twinaxial Cable Kit coaxial cable SFP+ Black || DELL 5M SFP+ Direct Attach Twinaxial Cable Kit coaxial cable SFP+ Black,Electronics > Networking Equipment > Cables & Connectors,Electronics > Cables & Connectors > Infiniband Cables,Electronics > Cables & Connectors > Infiniband Cables,Stage2,Electronics,Cables & Connectors,Infiniband Cables,0.6535,2,Excellent (≥0.60)
91,"600, black, canon, dpi, scanner","Brother ADS-2600W scanner 600 x 600 DPI Sheet-fed scanner Black,White A4 || Canon T36 1200 x 1200 DPI Black || Canon DR-M1060 600 x 600 DPI Sheet-fed scanner White A3",Office Supplies > Scanners & Accessories > Scanner Cartridges & Sheets,Office Supplies > Scanners > Scanner Cartridges & Sheets,Office Supplies > Scanners > Scanner Cartridges & Sheets,Stage2,Office Supplies,Scanners,Scanner Cartridges & Sheets,0.5075,2,Good (0.45-0.60)
92,"gloss, hp, paper, photo, white",HP Q8713A photo paper Matte || HP CV065A photo paper White Gloss || HP CR664A photo paper,Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Stage2,Office Supplies,Printing Materials,Photo Paper,0.5789,2,Good (0.45-0.60)
93,"acid, battery, lead, sealed, vrla",APC RBC59 battery charger || Eaton 9SXEBM180RT UPS battery Sealed Lead Acid (VRLA) 5 Ah 180 V || Vertiv BATR-PS1000RT3-230XR UPS battery Sealed Lead Acid (VRLA) 12 V,Electronics > Power Management > Batteries,Electronics > Batteries > Sealed Lead Acid (VRLA) Battery,Electronics > Batteries > Sealed Lead Acid (VRLA) Battery,Stage2,Electronics,Batteries,Sealed Lead Acid (VRLA) Battery,0.5728,2,Good (0.45-0.60)
94,"case, cm, cover, mobile, phone","LG CCL-240 Pink || Muzybar Max 20 handheld mobile computer 12.7 cm (5"") 720 x 1280 pixels Touchscreen Black || Cellularline Cleaning Sleeve for iPad Black",Electronics > Mobile Phones & Accessories > Cases & Covers,Electronics > Mobile Phones & Accessories > Cases & Covers,Electronics > Mobile Phones & Accessories > Cases & Covers,Stage2,Electronics,Mobile Phones & Accessories,Cases & Covers,0.5151,2,Good (0.45-0.60)
95,"black, c2g, cable, rca, video",C2G 15ft CMG-Rated 3.5mm Stereo With Low Profile Connectors audio cable 4.57 m Black || C2G 500ft 18 AWG Plenum-Rated Bulk Speaker Wire audio cable 152.4 m White || C2G 75ft Plenum-Rated 3.5mm Stereo M/M audio cable 22.5 m Black,Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Stage2,Electronics,Cables & Connectors,Audio Cables,0.563,2,Good (0.45-0.60)
96,"camera, ccd, mp, pixels, samsung",Samsung EM10 Digital camera microphone Black || ASUS Videophone Touch AiGuru SV1T video conferencing system || Samsung S1855CSB SLR Standard zoom lens Black,Electronics > Cameras & Photography > Digital Cameras,Electronics > Cameras & Photography > Digital Cameras,Electronics > Cameras & Photography > Digital Cameras,Stage2,Electronics,Cameras & Photography,Digital Cameras,0.433,2,Acceptable (0.30-0.45)
97,"1200, dpi, kyocera, laser, original",Vertiv Lwl-kabelführungsplatte 1he ral7035 || OKI 50230120 fuser || KYOCERA 302LV93116 fuser,Electronics > Printers & Scanners > Toner Cartridges,Office Supplies > Printers & Scanners > Toner Cartridges,Office Supplies > Printers & Scanners > Toner Cartridges,Stage2,Office Supplies,Printers & Scanners,Toner Cartridges,0.0561,2,Low (<0.30)
98,"black, kvm, port, switch, usb",Linksys F1D9400-15 KVM cable 4.5 m Black || Linksys PROCONNECT 4PORT KVM KVM cable || Tripp Lite Mini USB VGA over Cat5 UTP KVM Console Extender Kit - 70 m,Electronics > Computer Accessories > KVM Switches,Electronics > Computer Accessories > KVM Switches,Electronics > Computer Accessories > KVM Switches,Stage2,Electronics,Computer Accessories,KVM Switches,0.514,2,Good (0.45-0.60)
99,"black, fujitsu, gb, i5, intel","Fujitsu WD1/X embedded computer 2.6 GHz Intel® Celeron® 4 GB 500 GB HDD || Fujitsu CELSIUS H710 Black,Grey 39.6 cm (15.6"") 2nd gen Intel® Core™ i5 i5-2540M 4 GB DDR3-SDRAM 500 GB HDD || Fujitsu CELSIUS M740 Black Intel® C612",Electronics > Computers & Laptops > Desktop Computers,Electronics > Computers & Laptops > Desktop Computers,Electronics > Computers & Laptops > Desktop Computers,Stage2,Electronics,Computers & Laptops,Desktop Computers,0.3075,2,Acceptable (0.30-0.45)
100,"001, black, strap, tomtom, watch",TomTom 9KC0.001.00 signal cable Black || TomTom 9KLE.001.04 signal cable Multicolor || TomTom 9KLE.001.02 signal cable Multicolor,Electronics > Wearable Devices > Wrist Watches,Electronics > Wearable Devices > Smartwatches,Electronics > Wearable Devices > Smartwatches,Stage2,Electronics,Wearable Devices,Smartwatches,0.0932,2,Low (<0.30)
101,"audio, c2g, cable, rca, video",C2G 12 AWG Velocity™ Bulk Speaker Cable 50ft audio cable 15.24 m Blue || C2G 3ft Pro- 1/4in TRS M / 1/4in TRS M audio cable 0.9 m Black || C2G 6ft 3.5mm Stereo M / RCA F Y-Cable audio cable 1.8 m 2 x RCA Black,Electronics > Audio & Video Cables > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Stage2,Electronics,Cables & Connectors,Audio Cables,0.5605,2,Good (0.45-0.60)
102,"3y, dell, nbd, ps, upg","DELL MAN-ATA-PB software license/upgrade 1 license(s) English || DELL UPG 3Y - 5Y, NBD, Printer C2660DN/C2665DN || DELL LLW - 1Y, PS 4H MC, PC7xxx",Software > Licenses & Upgrades > Maintenance and Support,Software > Licenses & Upgrades > Dell Licenses & Upgrades,Software > Licenses & Upgrades > Licenses & Upgrades Products,Stage2,Software,Licenses & Upgrades,Licenses & Upgrades Products,0.5992,2,Good (0.45-0.60)
